product,title,rating,content
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",pass,2.0,These have a super poor fit. They were baggy on every member of my family and had a little bit of an odd smell (though I will say that dissipated after the package was open in my house for a while.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",My issue was the chemical smell.,2.0,My issue was the chemical smell. Just went ahead reordered from a previous vendor. This vendor sent on time and as described. The smell was just a bit much.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Perfect size!!,5.0,"They fit my face perfectly!! Most of the standard masks are a bit too big for me, but these fit everyone in my family, from small to big. Love the quality as well."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Thin, ear loops break easy",1.0,I wouldn’t recommend buying these. They are so thin and the ear loops break very very easily. My kids wouldn’t last a full day at school wearing these without them ripping off.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Best Investment,5.0,These masks are the best I ever purchased. They don't have a bad smell. They fit comfortably and even don't sweat like the other black masks I have purchased. You won't go wrong with this purchase.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable and durable,5.0,I have used and given away a lot of these masks and have no trouble breathing with them and the seal my nosy and mouth well.  Recipients have offered to take more.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Don’t buy,1.0,I wouldn’t recommend this. It said “3-ply” this is not 3-ply!! it’s loose and does not feel like it will protect me. The masks feels like a sheet of paper. It’s very loose and the strings are loose as well. Don’t recommend buying even if it’s cheap. Keep yourself safe with good masks. I wasted money on these masks that probably don’t even work well. If i’d want it to work i would have to put 2 masks on top of this. it’s bs! don’t buy it.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable/look great,5.0,I'm hoping this material is effective for the virus but it's very comfortable NOT like a lot of the other disposable mask that are almost crunchy paper 😷
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Not 3 ply, SUPER THIN",2.0,"I confused these masks with ones I thought I previously ordered but they’re from a different seller. The ear loops are loose on me but that wasn’t the main problem… it’s super thin & NOT 3 ply. The material/quality also looks a little cheap but maybe it’s because it’s so thin. Unfortunately, can’t get these refunded."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great,5.0,"Can’t complain it does it job I can breathe in this mask, I wish it could be alil more thick far as the material but still breathable ! But I would order more!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",I love these masks! I will purchase these masks again and again!,5.0,"I like how breathable the masks are. Although, I wouldn't recommend wearing them over an extended period of time (8 or more hours) as the material on the side that has been against your nose and mouth begins to become a bit fuzzy or tickly to the face.Overall, they are a great purchase."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Go-To Disposable Face Covering,4.0,"These are our go-to disposable face masks. We wear reusable masks, too — but we like to keep some of these in our vehicles so we are prepared. My only issue with these is a slight musty odor - likely from wherever they were stored before delivery."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Mostly Soft,4.0,"I’ve been purchasing these masks for quite some time. Some batches have been super soft, but others have been extremely stiff & scratchy. Generally these masks are spot on for comfort. My ears don’t suffer from short pulling bands anymore."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not bad,2.0,It’s a good product the weird  part is isn’t come in a box it’s more like pack in a isolated bag (looks like they share the product in different packages
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good Product,5.0,"I really like these.  They are stronger that the light blue ones.  I wear makeup and these are really great for that purpose, and I think they look so much better."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Smelled like mothballs and Chinese plastic.,1.0,Smell like mothballs and Chinese plastic. Returned item.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Flimsy masks,1.0,So sorry I purchased these! They are so thin they are going to be useless. The nose piece is also so flimsy I had trouble finding it on these masks. Should have realized something was off due to the price.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Quality is not good, wasn't worth the long wait",1.0,This was not the image I saw.  mask are way to thin. won't able to breathe in these.  It wasn't worth the long wait. Item came late. Need a refund. Photos are definitely misleading
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Too big & stiff,2.0,"These masks are way too big and my daughter says they make her look like a duck. We continue to wear them cuz idh the money to waste. They weren't all bent up,  thank goodness but they are really stiff."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Do not buy. Poor Quality Control,1.0,All 100 of my masks in the pack have the bendable nose piece glued off to one side of the mask right next to the ear loop. (My photo shows the nose piece folded in its center.) All completely useless.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Don’t waste your money.,1.0,These masks are garbage. Don’t waste your money because you see it’s cheaper than other ones. It’s cheaper because they are thin and flimsy and the nose piece is broken off of all of them.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Surprised how comfortable these masks are!,5.0,"Very happy with these masks as they are easy to wear, durable (elastic for ears don’t break) and affordable! Thank you for quick and easy transaction!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Read Other reviews after the fact, I love these masks!",5.0,"I saw a lot of people mention how horrible they smelled and mine did not smell at all, are exceptionally comfortable and fit perfectly. I will definitely be purchasing more should they be on hand they’re the best I have had yet! My compliments to the manufacturer/vendor!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Scratchy Like wearing Cardboard,1.0,"So the first time we bought these they were good, soft, didn't smell and comfortable to wear. recently bought another box and they are horrible. Inconsistent quality, scratchy (Like cardboard on your face) and they smell horrible. Did my research and bought same product but from ""Made In USA"" company. Would not recommend buying!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Smell horrid,1.0,These smell so bad to the point where they burnt my nose and I am extremely thin to the point where you can blow a candle outlet them or any type of flame  don’t recommend at all sent in for a refund
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",As expected. All good. Will order again if need to.,5.0,"Still required at work. Don't prefer the ones they provide. These work great. Last Batch had the bridge metal thing off to the right side, this one is much more centered. Easy to move over if it's not. Would recommend and likely to buy again."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Just plain,1.0,"Nothing to see here, just plain.  It feels like tissue paper on your face.  I was expecting more... update:  these masks actually itch! They are very uncomfortable! I would not recommend!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Been here before!,5.0,I oh bought theses again because they worked well fir me and COVID is not going anywhere anytime soon ! Need to always have some of these around! Thanks fir making a great product that goes well with any outfit!!!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not 3 ply!,1.0,Definitely not 3 Ply as advertised. Only a flimsy single ply. The most important feature of these masks are completely misrepresented. Disappointed I have to waste my time returning these now. Especially since the bag is now opened. I hope they don’t send them to someone else.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Less pilling,5.0,"I can't stand when masks get fuzzy and cause me to itch or sneeze. Theses are smoother, sleeker, and long lasting.  I am highly satisfied with the quality and quantity."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Get the job done,3.0,"These masks cover your face, but they are not comfortable. The black fabric is on both sides of the mask which is, personally, very uncomfortable."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Too thin for me,1.0,This are great to layer with a cotton face mask but I feel they are tik thin to wear individually. They do not have a tight fit around the face and you may need to wear two at a time.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good mask. Good price,5.0,"These are nice because they fit well and don’t fall apart. I noticed some of the blue and white masks leave you feeling like you have a little threads blowing up your nose all day, but these aren’t bad at all"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Sadly disappointed,1.0,"When I first ordered these facemasks, they were soft they fit perfectly and they were amazing. So then I ordered another batch, they weren’t as soft as the first ones but they still fit really good they were still great. But this last time when I ordered them, they don’t fit great, the nose piece doesn’t bend and the material sucks. I’m really disappointed because I loved them before. I won’t be ordering again."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","when I was buying it - it listed 2 packs, turned out to be 2 packs of 25 - be careful",1.0,"the description when I was buying it was totally different - 50, 2 packs -they changed the description - bottom line is - be careful when buying"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",I don’t know about others but mine are great!,5.0,I’m not sure what scent other people are getting when receiving their mask pack but mine had no unpleasant scent. The ear straps are so comfortable and do not hurt my ears after a few hours of wearing them. They are breathable but not too thin where you aren’t being protected anymore. Honestly would buy again especially since it is a 100 pack and not just 50!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great mask no odors,5.0,I was a little nervous because some reviews talked about a chemical smell. They arrived today and they are exactly what I wanted with no smell whatsoever. Happy customer!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nose Piece,3.0,"The metal piece that bends over the bridge of the nose doesn't bend well at all, still leaves a nice gap to allow glasses to fog up more. Other than that they do their job."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not good protection!! Hi,1.0,I am not pleased with these masks.  They do not fit snuggly enough on my face—it seems the nose wire does not bend sufficiently to provide snug fit.  I won’t buy these again!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Terrible quality!,1.0,"These masks are incredibly thin and low quality! I tried them out and the strings keep breaking. At first I thought it might have been a defective mask, so I tried another one the following day, and brought one with me just in case. In the span of 20 minutes, both my original mask and back up mask had broken, leaving me without a mask in public. I had to scramble to find another mask as they’re needed for me to attend classes. I definitely would not recommend this product at all!!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Stiff nose piece that does not bend well.,2.0,"I have ordered masks like this several times, but the ones from this seller have a very thick and stiff nose wire that will not bend enough to snuggly conform to your face. My whole family hates them. Going into the “only if absolutely necessary” pile…"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not Comfortable,1.0,"The strings hurt behind the ears, will not re-order."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Awful!,1.0,The nose wires aren’t secured in place so they fall out as soon as they are bent.  It happened with the first five I tried so I returned them.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very lightweight but is large enough to do a proper job covering Mouth and Nose,5.0,Light weight and light filtration.Heading to the office again and must wear masks in open spaces.These seem to be a great option for wear one day and toss!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Excellent masks,5.0,These masks are very comfortable and cover the face well. Small children can use them without fear of them dangling off their face. Great buy!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The straps break,1.0,Waste of money. Every single one had the strap break when I was putting it on my face. I have not worn one that did not break before or during use.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Couldn’t ask for more!,5.0,"The masks are great!  Not only are they a color that matches everything, the fit is secure and comfortable.  Add to these positives the low cost...I don’t regret this purchase one bit.  Buy yourself a bag!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very disappointing,1.0,"I had ordered these same masks a few months ago and was extremely happy with the quality.  They fit well, were thin but thick enough that I felt protected, and both sides of the mask were soft and could go on the outside or inside. The masks that arrived a few days were thin, almost papery, and smelled so toxic.  Wh did they change such a nice mask??  Definitely not the same quality as before and won’t order them again."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Do Exactly what they’re supposed to do,5.0,I got these for work and they are great. Mine have no smell what so ever and the elastic is in tact. They’re lightweight and breathable. Will purchase again.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great for a larger face.,5.0,"It’s difficult to find masks that fit well.  My husband has a larger face, and mine is much smaller.  These fit my husband’s face quite well."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Poor quality, thread comes out after couple of hours of use",1.0,Don’t waste your money. This mask quality is not good. Thread  from inside of the mask comes out after couple of hours of use and it’s annoying.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Yuk! Horrible Smell,1.0,Beware! Masks have a horrible funky scent. Can smell it as soon as you open the bag :/I did give them 4 stars for comfort. If you can stomach the funky smell they fit well & don’t pull on your ears like some of the others.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Just, No.",2.0,"Every single mask breaks on the left side, every time. Had to start carrying extras as we were constantly getting caught out with broken masks. These suck"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Do not buy,1.0,Do not waist your money. The part that secures on your nose is a twisty tye. Like on a loaf of bread. It pops out soon as you put the mask on. Very poor quality
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Uncompleted mask not safe,2.0,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.



   There were nothing in there to adjust your nose it was flat no strips they included the strips separately for you to finish what you paid for who have time for that."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Fits ok and breathable,3.0,I could not wear them because they had a very funny smell when I tried to use them so I gave them to someone who was just glad to have mask. It was as if they sat in a stinky old warehouse or something. They fit well and are easy to breath in.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Love it! Great purchase!,5.0,"Plenty of face mask and great price! Bought these for my boys and myself, we use them everyday for school/work. Definitely worth the money!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Must have for pandemic protection,5.0,Wasn’t happy this was shipped without packaging the slapped a label on the bag - unprofessional & easy to steal.Otherwise it’s basic facemask.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",I don't like them,1.0,These are like cardboard. Also they are pretty large. I'm a bigger woman and they are still way to big for me. They have a very scratchy rough material. To me these were terrible. Won't purchase again.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Smell horrible,1.0,It smelled really bad. I didn’t use it.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Read reviews before buying!,1.0,"I bought these on sale, they came vacuum packed and not in the same packaging as other masks purchased from this seller. I bought the 50 pack because it was on sale and good thing I only got 50. They all look crinkled/worn because it was so tightly sealed. And not that I'm a mask conoseuir, but I'm questioning the 3 ply lmao. They are so thin & cheap. I haven't tried one on yet but I wouldn't doubt if they had a weird/strong chemical smell."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great fit,5.0,I have to wear disposable masks at work and the ones they provide are way too big for my face. These fit great. And my coworkers can wear them as well (different face sizes obviously).  Will definitely repurchase when these run out.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","I did not get 100,i counted  and got 83",1.0,DID not receive 100 masks
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",No nose clip,2.0,I’ve purchased these twice.  The first time they had the adjustable nose clip as listed.  The order I just received does not have them.  I can’t wear them because I wear glasses and need that to help prevent fogging when wearing the mask.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",These are giving me acne,1.0,"For some reason these masks are causing my husband and I to get acne on our chins and noses. They tend to break really easily too. Honestly, I wouldn’t recommend these."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",A little big for a woman's face but it works,4.0,I would have preferred much more stretch and slightly smaller size. Men and women should have totally different sized masks. Our jaws are way different.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",I really like these black masks,4.0,My second time ordering these masks.  They're very affordable.  100 masks is a lot for the price. My daughter and I wear these everyday.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Way too thin, useless.",2.0,Not a very good mask. Too thin and not as comfortable as other ones. Straps keep breaking when you put it on. Feels like you're wearing crispy tissue wrapping paper on your face and it seems kind of useless. I don't think this is going to stop anything so you need to wear a second one on top that's a different type.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Easy to wear for long periods,5.0,I work and have to wear a mask all day. This mask is easy to wear and doesn’t look so medical but it has all the comfort of the blue medical masks that I like for the comfort. If you like the medical mask but you don’t want the medical look this is a good choice for work. Also it’s a good value.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",DO NOT PURCHASE,1.0,AWFUL! Do NOT buy these masks. They wreak of chemicals and are super stiff and uncomfortable. The package does not come sealed which is completely unsanitary.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",One downside,4.0,These masks do the job. The strings have not broke on any of the ones I have used. The only downside is that there is a faint rubber type smell when you first put them on.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Not bad for the money,4.0,"The masks are very light and durable, price is reasonable and delivery timely.  Will stretch lose if you're constantly pulling the mask and up."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great masks for a good price,5.0,"Seller got the product to me quickly and without any issues.  I would buy from the seller again. The masks are light weight and comfortable, and the bands are stronger than some other I have purchased in the past."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",They are fine in a pinch.,2.0,I would not purchase these again. The nose peice feels like plastic and does not stay snug around your nose. Wearing glasses with these is not comfortable as they make your glasses fog up. If the nose peice worked right that would not be an issue. There are better ones out there for the same price.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Your loops defective on some,3.0,I found that on quite a few of the masks the ear loops at the base were loot with glue and when you put them on over your ears the ear loop with snap off. It’s worth the cash because they were cheap for the amount of mask that you got.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable,5.0,Mask is comfortable on the ears and soft on the face.  Good quantity for the amount because I use a new one every day when extended time.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Very thin. Not much protection,3.0,It does the job to say it’s a mask but IYou can feel it’s paper thin. It’s so soft I don’t think it will give the proper protection
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Poor value- cheap, thin, odd smell",1.0,"Do not purchase.  I wanted black disposable mask for work because I wear mostly black dresses, pants, coat... I threw these away.  Terrible!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Does the job,5.0,The only issue I didn't like was that they smelled weird upon opening the bag. But if you let them air out for awhile they won't smell so bad anymore. But they work well!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great item,5.0,"I work in the theater, and we have to wear black at all times as to not be seen off stage, and these masks are perfect! They are comfortable, lightweight, they don’t hurt my ears, and I feel confident wearing them. I also appreciated the price!! Thanks"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Used every day by my child going to school.,5.0,So well made and sturdy. My child wears it for a whole day in school and comes home with it still very much the same as when she left with it in the morning. No fluffing and no snapping of elastic and definitely no moist patches. Wonderful.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good buy in bulk,4.0,Overall it does protect you. Only thing i didn't realize is black inside and out. Later i found some mask that the inside is white and outside black which helps to differ how the mask goes.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Would not buy again,3.0,Be careful with these masks. The metal pops thru the fabric and resulted in several scratches. My 8 year old refuses to wear these.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great mask!,5.0,These are very comfortable.  I love that the black color goes with anything you wear.Loved my purchase.  I would buy these again.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Must have,5.0,"These masks are not only nice to wear, doesn’t fog my glasses, doesn’t rub back of my ears raw, but repelled water when sprayed in face by eyewash station.I’ve purchased several bags over the year!Would purchase again"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",they’re decent,3.0,decent masks but the nose bridge thing doesn’t really hold its shape well and it goes back to almost flat while you’re wearing it
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Do not buy,1.0,I bought these previously and they were great. I reordered in Sept 2021 and over half of the mask’s ear straps broke when we tried to wear them. These masks were a waste of my money.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Black facial masks,5.0,"Great fit, arrived quickly, great for work. I work in the food industry.  Deal with the public on one on one .On a regular basis."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Air them out!,4.0,"Air these out for at least a day before use as the smell is not fun to breathe in. Once aired out, zero issues with these masks."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Black Face Mask 3-ply Disposable,4.0,"The masks are comfortable, but they have a chemical smell that makes them difficult to wear.  I would not reorder because of the smell.  Overall they fit well and are comfortable."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The 50 pc is more comfortable.,4.0,I bought the 50 pc from the same company and those masks seemed more flexible than the 100 pc I ordered. The fabric seemed a little different too.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",I love these masks,5.0,"I really like that I can use one once a day. They are very comfortable. I wear a mask for at least 8 hours a day for work and haven't had a problem yet. Plus they're black, so they go with everything"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Nicely made,  durable",5.0,"These at least the black ones oh, feel a little bit thicker then some that I purchased before. They are thick and comfortable. Very satisfied, reasonable price"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great buy,5.0,"These were a last minute buy for a cruise with family and friends and I was very pleased, will buy again as well as recommend."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Decent enough,3.0,"They definitely do their job and are decently breathable. The only issue I had encountered is that little hairs from the fabric come loose pretty easily, which can be annoying."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",they do the job,4.0,we usually order the same black masks with the white on the inside but since these were on sale we decided to give them a try. they are ok. they do their job. they arent as stretchy as the other brand but they work. all masks suck
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Perfect fit,5.0,My son's school needed mask so I bought a box and sent with him. I e been told they are pet for the bigger kids (adult mask)!!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Itchy,3.0,I found these masks to be itchy on my face. I also don’t think they are 3ply. They seem very thin. Nothing like the blue ones.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Smells horrible,1.0,"When I tried one on it smelled bad but I thought it was because I had just opened them. I went to the store later on and tried wearing it.. It still smelled pretty bad but I thought it'd go away or I'd get used to it. I was in the store for about 5mins with the mask on and I could NOT stand the smell. I started getting a headache and I rushed to go and buy some masks there, so I could continue shopping.I would not recommend"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable and black for that chic look ;),5.0,Just what you would expect. A slightly different feel than the ubiquitous blue disposable masks. I’m not sure if that means the material is better or worse. But they fit well and are comfortable even when wearing for long periods of time.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good masks for price,5.0,I’ve already purchased these 3x and I probably will continue to purchase these. They are good quality and are a great price for 100 masks.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",BEWARE,1.0,I ordered these months ago and received a batch of good masks. They were decent quality and withstood me wearing them for an entire day while teaching. I just re-ordered them and got a horrible batch. they have a bad smell and are SUPER thin. I just sent a message to the seller because the quality is horrible for my second time buying. You're probably better buying from a more consistent seller.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",NOPE,1.0,Scratchy and not comfortable. Had an odor to them and had to leave out to get rid of the smell. When wearing the sides gap out which defeats the purpose.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Bad Quality!,2.0,"I don’t recommend  this product. The strings/ties for the ears are so flimsy and  I’ve broken about 1/2 the masks just trying to put them on. Whenever I bring these masks, I pack extra bc I now assume it will break. Other options are better!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",So much SMALLER than similar masks,2.0,"I bought 100 pack of black masks before from a different seller and they were awesome, then I ran out and bought these. These are a lot smaller, making it harder to talk and still feel protected. Also, the little part at the nose where you can bend it around your nose to hold shape doesn't hold shape. Always seems to flatten out making you feel unprotected again. Would not recommend and will not be buying again."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Excellent mask,5.0,I liked that the mask was a perfect fit.  However may not provide the best protection against COVID 19 as the KN95 or N95.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Strong odor,2.0,So they’re definitely comfortable but they smell like car exhaust or maybe gasoline? Either way it’ll give you a headache.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Missing nose wire,1.0,"Masks are standard disposable masks, 2 packages of 50.  Just got to using my second pack and none of them have a nose wire.  Poor footing without this necessary feature!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",They don't pinch right at the nose,3.0,"These are ok, but I've had black masks before in the past that are white on one side, black on the other. It was much easier to determine which side was meant to be the inside. These are black on both sides, so it takes some time to guess which is meant to be the inside. Additionally, the wire doesn't form to the nose as easily as other mask and leaves a gap. So if you're wearing glasses, expect them to fog up."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Flimsy + Chemical Smell,2.0,These are really poor quality. They have a strong chemical smell and they barely offer any protection. You can easily blow out a candle while wearing one.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","2 ply, not 3 ply - no liner layer to lay against your face",1.0,"Mask appears to be only 2 ply, not 3 ply. It is missing the white layer that touches your skin. Do not buy these masks. They don’t offer proper protection."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",No white inner lining anymore,1.0,"Last order had white inner lining, late November 2021 order does not. They fit completely differently and are way flimsier."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Too Thin,2.0,"They do not fit snug on the face and the 3ply statement is hard to believe because of how thin they are. The nose bridge piece works slightly, just enough to give it shape. Too many gaps open around my cheeks and under my chin."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Comfortable and affordable masks,5.0,Easy to wear for the whole day. Only issue you might have is that the strap might not be secured and snap off on a few of them. Otherwise a great choice for mask requirements.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great value and safety,5.0,I wish that it was easier to figure out what side goes out and what touches your face. Other than that the product is great.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",They smell BAD,1.0,These mask smell like a dead fish when you put them on. It does not go away and it’s hard to ignore since they are right over your nose. Look for another brand.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Flimsy,3.0,These masks are flimsy. Not only that but the ear bands seem to fall off at the slightest tug or pool. Not what I expected.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",No Quality Control,2.0,"You get what you pay for. There are probably 50 good masks in the 100. The nose wire in many is stuck at one side and not in the middle or is not present at all. The ear loops are not well attached and frequently break loose. I wasn't expecting much, I didn't get much. But they are breathable and light-weight."
